municipio,uf,bev,phev,hev,mhev,hev_flex,ev_plugin,total
"Roncador","PR",1,1,0,0,1,2,3
"Ronda Alta","RS",1,3,1,0,0,4,5
"Rondinha","RS",0,1,0,2,0,1,3
"Rondon","PR",1,0,1,0,2,1,4
"Rondon do Pará","PA",2,2,0,2,3,4,9
"Rondonópolis","MT",261,374,96,28,158,635,917
"Roque Gonzales","RS",0,1,0,0,2,1,3
"Rosana","SP",3,3,3,0,8,6,17
"Rosário","MA",5,2,0,0,3,7,10
"Rosário do Catete","SE",0,0,1,0,0,0,1
"Rosário do Ivaí","PR",0,1,0,0,0,1,1
"Rosário do Sul","RS",6,8,8,0,8,14,30
"Rosário Oeste","MT",2,4,3,0,5,6,14
"Roseira","SP",1,4,0,2,2,5,9
"Roteiro","AL",2,0,1,0,0,2,3
"Rubelita","MG",1,0,0,0,4,1,5
"Rubiácea","SP",1,0,0,0,0,1,1
"Rubiataba","GO",2,6,1,2,4,8,15
"Rubinéia","SP",0,1,0,0,0,1,1
"Rurópolis","PA",0,1,0,0,1,1,2
"Russas","CE",12,11,1,0,4,23,28
"Ruy Barbosa","BA",1,2,0,1,0,3,4
"Sabará","MG",18,13,3,2,4,31,40
"Sabáudia","PR",2,6,0,0,0,8,8
"Sabino","SP",0,2,0,0,0,2,2
"Sabinópolis","MG",0,1,0,0,1,1,2
"Sacramento","MG",1,5,0,1,3,6,10
"Sairé","PE",7,1,0,0,1,8,9
"Saldanha Marinho","RS",0,0,1,0,1,0,2
"Sales","SP",0,3,0,1,0,3,4
"Sales Oliveira","SP",2,8,1,1,9,10,21
"Salesópolis","SP",0,7,0,0,3,7,10
"Salete","SC",2,2,1,0,1,4,6
"Salgadinho","PB",0,0,0,0,1,0,1
"Salgado","SE",1,1,2,0,0,2,4
"Salgado de São Félix","PB",1,1,0,0,0,2,2
"Salgado Filho","PR",1,1,0,0,0,2,2
"Salgueiro","PE",12,8,3,3,19,20,45
"Salinas","MG",0,3,0,0,2,3,5
"Salinas da Margarida","BA",1,0,0,1,1,1,3
"Salinópolis","PA",4,6,0,0,7,10,17
"Salmourão","SP",0,1,0,0,0,1,1
"Saloá","PE",1,1,0,0,1,2,3
"Saltinho","SP",5,8,3,0,9,13,25
"Salto","SP",162,160,36,19,85,322,462
"Salto de Pirapora","SP",29,33,2,2,13,62,79
"Salto do Céu","MT",0,2,0,0,2,2,4
"Salto do Jacuí","RS",3,3,2,0,3,6,11
"Salto do Lontra","PR",2,3,1,0,1,5,7
"Salto Grande","SP",0,2,0,0,2,2,4
"Salto Veloso","SC",0,0,1,0,1,0,2
"Salvador","BA",5529,4438,1469,470,2046,9967,13952
"Salvador das Missões","RS",2,0,0,0,0,2,2
"Salvador do Sul","RS",9,8,3,0,3,17,23
"Salvaterra","PA",1,0,0,0,0,1,1
"Sambaíba","MA",1,0,0,0,1,1,2
"Sananduva","RS",16,13,2,3,3,29,37
"Sanclerlândia","GO",1,0,0,0,2,1,3
"Sandolândia","TO",1,0,0,0,0,1,1
"Sangão","SC",7,6,1,0,7,13,21
"Sanharó","PE",1,0,0,0,0,1,1
"Santa Adélia","SP",3,7,4,0,2,10,16
"Santa Albertina","SP",0,0,1,1,1,0,3
"Santa Amélia","PR",0,1,0,0,1,1,2
"Santa Bárbara","BA",3,0,2,0,4,3,9
"Santa Bárbara","MG",3,2,0,0,5,5,10
"Santa Bárbara de Goiás","GO",6,3,0,0,3,9,12
"Santa Bárbara do Leste","MG",0,0,0,0,1,0,1
"Santa Bárbara do Pará","PA",1,0,0,1,1,1,3
"Santa Bárbara do Sul","RS",3,4,4,3,0,7,14
"Santa Bárbara do Tugúrio","MG",0,0,0,0,1,0,1
"Santa Bárbara d'Oeste","SP",135,214,44,18,78,349,489
"Santa Branca","SP",2,5,2,0,1,7,10
"Santa Brígida","BA",1,0,0,0,1,1,2
"Santa Carmem","MT",1,2,0,0,6,3,9
"Santa Cecília","SC",3,10,3,1,1,13,18
"Santa Cecília do Pavão","PR",1,0,0,0,1,1,2
"Santa Cecília do Sul","RS",2,0,0,0,0,2,2
"Santa Clara do Sul","RS",2,1,1,0,1,3,5
"Santa Clara d'Oeste","SP",1,3,1,1,0,4,6
"Santa Cruz","PB",0,0,0,1,1,0,2
"Santa Cruz","PE",0,0,0,0,1,0,1
"Santa Cruz","RN",15,6,2,1,4,21,28
"Santa Cruz Cabrália","BA",8,1,2,0,4,9,15
"Santa Cruz da Baixa Verde","PE",1,1,0,0,1,2,3
"Santa Cruz da Conceição","SP",0,1,0,0,0,1,1
"Santa Cruz da Vitória","BA",1,0,0,0,0,1,1
"Santa Cruz das Palmeiras","SP",7,13,1,0,6,20,27
"Santa Cruz de Goiás","GO",0,1,1,0,1,1,3
"Santa Cruz de Monte Castelo","PR",1,1,0,0,3,2,5
"Santa Cruz do Capibaribe","PE",50,33,6,3,18,83,110
"Santa Cruz do Piauí","PI",0,1,0,0,1,1,2
"Santa Cruz do Rio Pardo","SP",5,19,8,6,17,24,55
"Santa Cruz do Sul","RS",145,122,35,38,77,267,417
"Santa Ernestina","SP",6,3,1,0,2,9,12
"Santa Fé","PR",1,10,2,0,2,11,15
"Santa Fé de Goiás","GO",0,0,0,0,1,0,1
"Santa Fé do Sul","SP",9,36,14,1,7,45,67
"Santa Filomena","PE",1,0,0,0,0,1,1
"Santa Gertrudes","SP",3,12,5,3,14,15,37
"Santa Helena","PB",0,0,0,0,1,0,1
"Santa Helena","PR",4,7,3,1,7,11,22
"Santa Helena de Goiás","GO",10,31,12,2,15,41,70
"Santa Inês","BA",0,0,0,0,1,0,1
"Santa Inês","MA",26,20,4,1,13,46,64
"Santa Inês","PR",0,1,0,0,0,1,1
"Santa Isabel","SP",37,40,16,8,18,77,119
"Santa Isabel do Ivaí","PR",2,4,0,0,2,6,8
"Santa Isabel do Rio Negro","AM",1,0,0,0,0,1,1
"Santa Izabel do Oeste","PR",2,1,1,0,0,3,4
"Santa Izabel do Pará","PA",17,9,1,1,5,26,33
"Santa Juliana","MG",1,9,1,0,4,10,15
"Santa Leopoldina","ES",2,1,0,0,2,3,5
"Santa Lúcia","SP",1,2,0,0,0,3,3
"Santa Luz","PI",1,0,0,0,0,1,1
"Santa Luzia","BA",0,0,0,0,1,0,1
"Santa Luzia","MA",1,0,0,0,6,1,7
"Santa Luzia","MG",23,27,1,1,8,50,60
"Santa Luzia","PB",1,1,0,1,3,2,6
"Santa Luzia do Itanhy","SE",1,0,0,0,0,1,1
"Santa Luzia do Norte","AL",3,1,0,0,0,4,4
"Santa Luzia do Pará","PA",0,2,0,0,3,2,5
"Santa Luzia do Paruá","MA",1,0,0,0,0,1,1
"Santa Luzia D'Oeste","RO",1,0,0,0,0,1,1
"Santa Maria","RN",1,0,0,0,0,1,1
"Santa Maria","RS",702,357,99,31,112,1059,1301
"Santa Maria da Boa Vista","PE",5,3,0,1,0,8,9
"Santa Maria da Serra","SP",1,2,1,0,0,3,4
"Santa Maria da Vitória","BA",3,8,0,0,0,11,11
"Santa Maria das Barreiras","PA",0,0,0,0,1,0,1
"Santa Maria de Itabira","MG",0,1,1,0,1,1,3
"Santa Maria de Jetibá","ES",7,14,9,2,11,21,43
"Santa Maria do Cambucá","PE",3,0,1,0,1,3,5
"Santa Maria do Herval","RS",9,1,0,0,0,10,10
"Santa Maria do Oeste","PR",1,0,0,0,0,1,1
"Santa Maria do Pará","PA",11,6,1,2,2,17,22
"Santa Maria do Suaçuí","MG",0,0,0,0,1,0,1
"Santa Maria Madalena","RJ",0,2,1,1,4,2,8
"Santa Mariana","PR",1,5,2,1,1,6,10
"Santa Mercedes","SP",1,0,0,1,0,1,2
"Santa Quitéria","CE",3,3,0,0,0,6,6
"Santa Rita","MA",3,1,2,0,1,4,7
"Santa Rita","PB",60,10,1,3,5,70,79
"Santa Rita de Caldas","MG",0,1,0,0,0,1,1
"Santa Rita de Cássia","BA",0,3,1,0,0,3,4
"Santa Rita de Minas","MG",0,0,0,1,0,0,1
"Santa Rita do Araguaia","GO",0,1,0,0,1,1,2
"Santa Rita do Itueto","MG",0,1,1,0,2,1,4
"Santa Rita do Novo Destino","GO",0,1,0,0,0,1,1
"Santa Rita do Pardo","MS",0,2,0,0,1,2,3
"Santa Rita do Passa Quatro","SP",8,18,3,2,9,26,40
"Santa Rita do Sapucaí","MG",9,22,5,1,1,31,38
"Santa Rita do Trivelato","MT",0,2,0,0,2,2,4
"Santa Rita d'Oeste","SP",0,0,0,0,1,0,1
"Santa Rosa","RS",86,63,10,5,10,149,174
"Santa Rosa da Serra","MG",0,2,0,0,2,2,4
"Santa Rosa de Goiás","GO",1,0,0,0,0,1,1
"Santa Rosa de Lima","SE",1,0,0,0,0,1,1
"Santa Rosa de Viterbo","SP",8,16,3,1,1,24,29
"Santa Rosa do Sul","SC",1,1,1,1,5,2,9
"Santa Rosa do Tocantins","TO",0,1,0,0,0,1,1
"Santa Teresa","ES",10,33,7,1,10,43,61
"Santa Tereza","RS",1,0,0,0,0,1,1
"Santa Tereza de Goiás","GO",0,0,0,0,2,0,2
"Santa Tereza do Oeste","PR",3,8,0,1,3,11,15
"Santa Tereza do Tocantins","TO",0,1,0,0,0,1,1
"Santa Terezinha","BA",0,1,0,0,1,1,2
"Santa Terezinha de Goiás","GO",0,0,0,0,5,0,5
"Santa Terezinha de Itaipu","PR",11,9,1,2,2,20,25
"Santa Vitória","MG",1,2,1,0,1,3,5
"Santa Vitória do Palmar","RS",7,6,8,3,13,13,37
"Santaluz","BA",1,2,2,0,6,3,11
"Santana","AP",88,25,3,1,26,113,143
"Santana","BA",1,0,0,0,3,1,4
"Santana da Boa Vista","RS",0,0,0,0,2,0,2
"Santana da Vargem","MG",0,1,0,0,0,1,1
"Santana de Parnaíba","SP",1092,1774,272,144,367,2866,3649
"Santana do Acaraú","CE",0,0,0,0,1,0,1
"Santana do Araguaia","PA",0,2,0,1,4,2,7
"Santana do Deserto","MG",0,1,0,0,0,1,1
"Santana do Garambéu","MG",1,0,0,0,1,1,2
"Santana do Ipanema","AL",9,17,1,1,7,26,35
"Santana do Itararé","PR",0,0,1,1,0,0,2
"Santana do Jacaré","MG",0,0,0,0,1,0,1
"Sant'Ana do Livramento","RS",11,23,13,7,28,34,82
"Santana do Matos","RN",1,1,0,0,1,2,3
"Santana do Mundaú","AL",0,1,0,0,0,1,1
"Santana do Paraíso","MG",29,8,2,0,5,37,44
"Santana do Piauí","PI",1,0,0,0,0,1,1
"Santana do São Francisco","SE",1,0,0,0,0,1,1
"Santana do Seridó","RN",0,0,0,0,1,0,1
"Santana dos Garrotes","PB",0,0,0,1,0,0,1
"Santanópolis","BA",1,2,0,0,8,3,11
"Santarém","PA",269,80,7,15,77,349,448
"Santiago","RS",181,88,4,4,6,269,283
"Santiago do Sul","SC",0,0,0,0,1,0,1
"Santo Amaro","BA",3,2,1,1,3,5,10
"Santo Amaro da Imperatriz","SC",43,37,17,3,21,80,121
"Santo Amaro das Brotas","SE",3,0,0,0,0,3,3
"Santo Anastácio","SP",8,3,4,0,4,11,19
"Santo André","SP",827,1259,365,168,627,2086,3246
"Santo Ângelo","RS",37,57,13,10,25,94,142
"Santo Antônio","RN",6,3,0,0,1,9,10
"Santo Antônio da Alegria","SP",1,2,0,0,2,3,5
"Santo Antônio da Barra","GO",0,1,1,1,1,1,4
"Santo Antônio da Patrulha","RS",37,16,7,4,15,53,79
"Santo Antônio da Platina","PR",12,29,11,4,29,41,85
"Santo Antônio das Missões","RS",0,0,1,1,0,0,2
"Santo Antônio de Goiás","GO",7,8,1,0,2,15,18
"Santo Antônio de Jesus","BA",48,56,12,10,41,104,167
"Santo Antônio de Lisboa","PI",0,1,1,0,1,1,3
"Santo Antônio de Pádua","RJ",11,16,2,5,10,27,44
"Santo Antônio de Posse","SP",9,19,4,5,5,28,42
"Santo Antônio do Amparo","MG",1,0,0,1,0,1,2
"Santo Antônio do Aracanguá","SP",0,2,1,0,0,2,3
"Santo Antônio do Grama","MG",0,0,0,0,1,0,1
"Santo Antônio do Jardim","SP",2,3,3,0,4,5,12
"Santo Antônio do Leste","MT",0,5,0,0,0,5,5
"Santo Antônio do Leverger","MT",4,4,1,1,4,8,14
"Santo Antônio do Monte","MG",1,3,0,1,4,4,9
"Santo Antônio do Palma","RS",0,1,0,0,4,1,5
"Santo Antônio do Pinhal","SP",9,7,3,1,4,16,24
"Santo Antônio do Planalto","RS",0,1,0,0,0,1,1
"Santo Antônio do Sudoeste","PR",2,10,0,0,2,12,14
"Santo Antônio do Tauá","PA",2,3,1,0,1,5,7
"Santo Antônio dos Lopes","MA",1,1,0,0,1,2,3
"Santo Augusto","RS",4,4,0,2,5,8,15
"Santo Cristo","RS",4,7,3,1,2,11,17
"Santo Estêvão","BA",10,17,1,2,5,27,35
"Santo Expedito do Sul","RS",1,0,0,0,0,1,1
"Santo Inácio","PR",1,2,0,0,1,3,4
"Santo Inácio do Piauí","PI",1,0,0,0,0,1,1
"Santópolis do Aguapeí","SP",0,1,0,0,1,1,2
"Santos","SP",489,1210,546,255,505,1699,3005
"Santos Dumont","MG",5,3,0,5,2,8,15
"São Benedito","CE",8,4,2,0,0,12,14
"São Benedito do Sul","PE",1,1,0,0,3,2,5
"São Bentinho","PB",1,0,0,1,0,1,2
"São Bento","MA",0,1,0,0,0,1,1
"São Bento","PB",6,6,0,3,4,12,19
"São Bento do Norte","RN",0,1,0,0,0,1,1
"São Bento do Sapucaí","SP",1,3,1,1,2,4,8
"São Bento do Sul","SC",66,84,13,7,28,150,198
"São Bento do Tocantins","TO",0,1,0,0,0,1,1
"São Bento do Trairí","RN",0,1,0,0,1,1,2
"São Bento do Una","PE",4,5,0,2,4,9,15
"São Bernardo","MA",2,0,0,0,0,2,2
"São Bernardo do Campo","SP",1087,1402,371,179,738,2489,3777
"São Bonifácio","SC",0,0,1,0,0,0,1
"São Borja","RS",17,34,9,6,22,51,88
"São Brás","AL",1,1,1,0,1,2,4
"São Brás do Suaçuí","MG",1,0,0,0,0,1,1
"São Caetano de Odivelas","PA",1,0,0,0,1,1,2
"São Caetano do Sul","SP",814,733,225,108,340,1547,2220
"São Caitano","PE",10,4,0,1,1,14,16
"São Carlos","SC",3,6,1,2,6,9,18
"São Carlos","SP",252,333,66,42,169,585,862
"São Carlos do Ivaí","PR",3,1,4,0,0,4,8
"São Cristóvão","SE",36,21,5,1,8,57,71
"São Cristóvão do Sul","SC",0,0,1,0,0,0,1
"São Desidério","BA",4,2,0,0,2,6,8
"São Domingos","BA",1,0,0,0,0,1,1
"São Domingos","SC",0,0,2,1,2,0,5
"São Domingos","SE",1,3,0,1,0,4,5
"São Domingos das Dores","MG",0,0,0,0,2,0,2
"São Domingos do Araguaia","PA",1,1,0,0,4,2,6
"São Domingos do Azeitão","MA",0,2,0,1,2,2,5
"São Domingos do Capim","PA",0,1,2,0,0,1,3
"São Domingos do Maranhão","MA",7,1,0,0,1,8,9
"São Domingos do Norte","ES",0,5,1,0,2,5,8
"São Domingos do Prata","MG",2,2,0,0,2,4,6
"São Felipe","BA",1,2,0,1,3,3,7
"São Felipe D'Oeste","RO",0,1,0,1,0,1,2
"São Félix","BA",2,3,1,2,7,5,15
"São Félix de Minas","MG",0,0,0,0,1,0,1
"São Félix do Araguaia","MT",0,1,0,0,1,1,2
"São Félix do Coribe","BA",0,2,0,0,2,2,4
"São Félix do Xingu","PA",0,1,0,0,4,1,5
"São Fernando","RN",0,0,0,1,0,0,1
"São Fidélis","RJ",6,5,4,3,5,11,23
"São Francisco","MG",0,0,0,0,1,0,1
"São Francisco","SP",0,1,0,0,2,1,3
"São Francisco","SE",0,1,0,0,0,1,1
"São Francisco de Assis","RS",2,3,5,0,6,5,16
"São Francisco de Goiás","GO",0,1,0,0,0,1,1
"São Francisco de Itabapoana","RJ",9,3,2,0,9,12,23
"São Francisco de Paula","RS",11,8,0,2,1,19,22
"São Francisco do Conde","BA",3,2,2,1,2,5,10
"São Francisco do Guaporé","RO",0,2,0,0,3,2,5
"São Francisco do Oeste","RN",0,1,0,0,0,1,1
"São Francisco do Pará","PA",1,1,0,0,1,2,3
"São Francisco do Sul","SC",56,97,17,19,30,153,219
"São Gabriel","BA",0,1,0,0,5,1,6
"São Gabriel","RS",15,20,3,8,7,35,53
"São Gabriel da Cachoeira","AM",0,0,0,0,1,0,1
"São Gabriel da Palha","ES",8,16,7,1,9,24,41
"São Gabriel do Oeste","MS",6,20,3,10,8,26,47
"São Geraldo","MG",0,2,0,0,3,2,5
"São Geraldo do Araguaia","PA",0,1,0,0,1,1,2
"São Geraldo do Baixio","MG",1,0,0,0,0,1,1
"São Gonçalo","RJ",303,161,30,27,110,464,631
"São Gonçalo do Abaeté","MG",0,0,0,0,1,0,1
"São Gonçalo do Amarante","CE",13,7,3,0,7,20,30
"São Gonçalo do Amarante","RN",63,17,4,0,17,80,101
"São Gonçalo do Pará","MG",2,2,0,0,1,4,5
"São Gonçalo do Piauí","PI",0,1,1,0,0,1,2
"São Gonçalo do Rio Abaixo","MG",0,4,1,0,2,4,7
"São Gonçalo do Sapucaí","MG",2,3,2,0,3,5,10
"São Gonçalo dos Campos","BA",15,16,2,0,12,31,45
"São Gotardo","MG",0,9,8,2,9,9,28
"São Jerônimo","RS",11,5,2,0,5,16,23
"São Jerônimo da Serra","PR",0,0,0,0,3,0,3
"São João","PR",3,10,1,0,2,13,16
"São João Batista","MA",0,1,0,1,1,1,3
"São João Batista","SC",35,59,3,7,10,94,114
"São João Batista do Glória","MG",1,0,0,0,1,1,2
"São João da Barra","RJ",6,16,1,1,8,22,32
"São João da Boa Vista","SP",57,127,26,15,98,184,323
"São João da Fronteira","PI",1,0,0,0,1,1,2
"São João da Paraúna","GO",1,0,0,0,0,1,1
"São João da Ponta","PA",1,0,0,0,0,1,1
"São João da Ponte","MG",0,0,0,1,1,0,2
"São João da Serra","PI",1,0,0,0,0,1,1
"São João da Urtiga","RS",1,1,0,0,0,2,2
"São João de Meriti","RJ",142,45,10,8,75,187,280
"São João de Pirabas","PA",0,0,0,0,1,0,1
"São João del Rei","MG",10,11,3,11,3,21,38
"São João do Caiuá","PR",0,1,0,0,0,1,1
"São João do Cariri","PB",2,0,1,0,0,2,3
"São João do Itaperiú","SC",4,5,2,1,0,9,12
"São João do Ivaí","PR",4,7,2,1,5,11,19
"São João do Manhuaçu","MG",0,0,0,0,1,0,1
"São João do Manteninha","MG",0,0,0,0,1,0,1
"São João do Oeste","SC",5,1,1,0,1,6,8
"São João do Oriente","MG",1,0,0,0,0,1,1
"São João do Paraíso","MA",1,0,0,0,0,1,1
"São João do Pau d'Alho","SP",0,1,0,0,1,1,2
"São João do Piauí","PI",2,2,0,0,3,4,7
"São João do Polêsine","RS",2,2,0,1,3,4,8
"São João do Rio do Peixe","PB",0,0,0,2,5,0,7
"São João do Sabugi","RN",1,0,0,0,0,1,1
"São João do Sul","SC",0,1,0,0,1,1,2
"São João do Triunfo","PR",0,3,3,0,0,3,6
"São João dos Patos","MA",2,1,0,0,0,3,3
"São João Evangelista","MG",0,1,0,0,2,1,3
"São João Nepomuceno","MG",3,6,0,0,1,9,10
"São Joaquim","SC",1,10,4,2,6,11,23
"São Joaquim da Barra","SP",10,46,11,13,16,56,96
"São Joaquim de Bicas","MG",2,4,1,0,1,6,8
"São Joaquim do Monte","PE",1,0,0,0,0,1,1
"São Jorge","RS",1,2,1,0,1,3,5
"São Jorge do Ivaí","PR",0,1,1,0,1,1,3
"São Jorge do Patrocínio","PR",13,0,0,0,2,13,15
"São Jorge d'Oeste","PR",4,3,0,0,1,7,8
"São José","SC",941,763,183,104,134,1704,2125
"São José da Barra","MG",0,3,0,0,1,3,4
"São José da Bela Vista","SP",1,2,0,0,2,3,5
"São José da Boa Vista","PR",1,0,1,0,0,1,2
"São José da Coroa Grande","PE",6,5,1,0,3,11,15
"São José da Lagoa Tapada","PB",0,0,0,0,1,0,1
"São José da Laje","AL",0,1,2,0,2,1,5
"São José da Lapa","MG",3,5,2,1,3,8,14
"São José da Vitória","BA",1,0,0,0,1,1,2
"São José das Missões","RS",0,1,0,0,0,1,1
"São José de Mipibu","RN",23,7,0,2,3,30,35
"São José de Piranhas","PB",0,3,0,0,3,3,6
"São José de Ribamar","MA",293,104,19,12,41,397,469
"São José de Ubá","RJ",0,3,0,0,3,3,6
"São José do Barreiro","SP",3,1,0,0,0,4,4
"São José do Belmonte","PE",4,0,0,0,1,4,5
"São José do Calçado","ES",2,0,1,0,3,2,6
"São José do Campestre","RN",3,3,0,0,0,6,6
"São José do Cedro","SC",1,4,2,0,0,5,7
"São José do Cerrito","SC",1,1,0,0,1,2,3
"São José do Divino","PI",0,0,0,0,1,0,1
"São José do Egito","PE",8,2,0,1,2,10,13
"São José do Herval","RS",0,0,1,1,0,0,2
"São José do Hortêncio","RS",2,3,0,0,3,5,8
"São José do Inhacorá","RS",4,0,1,0,0,4,5
"São José do Jacuípe","BA",1,1,2,0,1,2,5
"São José do Norte","RS",1,1,0,0,0,2,2
"São José do Ouro","RS",1,0,0,0,1,1,2
"São José do Povo","MT",1,1,0,0,0,2,2
"São José do Rio Claro","MT",2,5,3,0,5,7,15
"São José do Rio Pardo","SP",16,45,13,10,16,61,100
"São José do Rio Preto","SP",1069,1998,464,255,362,3067,4148
"São José do Sabugi","PB",0,1,0,0,0,1,1
"São José do Seridó","RN",2,3,0,0,0,5,5
"São José do Sul","RS",5,1,1,0,1,6,8
"São José do Vale do Rio Preto","RJ",13,8,0,0,3,21,24
"São José do Xingu","MT",0,0,0,1,1,0,2
"São José dos Campos","SP",931,1360,399,164,430,2291,3284
"São José dos Pinhais","PR",1517,715,153,50,93,2232,2528
"São José dos Quatro Marcos","MT",3,13,3,2,5,16,26
"São Julião","PI",0,0,0,0,2,0,2
"São Leopoldo","RS",354,225,64,36,79,579,758
"São Lourenço","MG",12,8,2,6,7,20,35
"São Lourenço da Mata","PE",100,14,3,1,8,114,126
"São Lourenço da Serra","SP",4,2,1,1,5,6,13
"São Lourenço do Oeste","SC",6,16,4,4,8,22,38
"São Lourenço do Sul","RS",17,5,5,0,5,22,32
"São Ludgero","SC",7,23,8,2,6,30,46
"São Luís","MA",2374,1281,307,254,683,3655,4899
"São Luís de Montes Belos","GO",6,14,6,5,8,20,39
"São Luís do Curu","CE",0,2,0,0,0,2,2
"São Luís do Quitunde","AL",2,1,0,0,0,3,3
"São Luís Gonzaga do Maranhão","MA",0,1,0,0,2,1,3
"São Luiz","RR",0,1,0,0,0,1,1
"São Luiz do Norte","GO",0,2,0,0,1,2,3
"São Luiz do Paraitinga","SP",3,8,0,1,2,11,14
"São Luiz Gonzaga","RS",8,9,4,4,9,17,34
"São Mamede","PB",0,0,1,0,1,0,2
"São Manoel do Paraná","PR",2,0,0,0,0,2,2
"São Manuel","SP",10,18,3,2,8,28,41
"São Marcos","RS",34,13,4,4,7,47,62
"São Martinho","RS",2,2,0,0,2,4,6
"São Martinho","SC",0,4,0,0,1,4,5
"São Mateus","ES",41,149,40,12,53,190,295
"São Mateus do Maranhão","MA",2,2,0,0,4,4,8
"São Mateus do Sul","PR",7,19,8,0,10,26,44
"São Miguel","RN",9,8,2,1,1,17,21
"São Miguel Arcanjo","SP",7,10,1,1,10,17,29
"São Miguel das Matas","BA",0,0,1,0,0,0,1
"São Miguel das Missões","RS",2,3,0,0,0,5,5
"São Miguel de Taipu","PB",7,0,1,0,0,7,8
"São Miguel do Aleixo","SE",0,0,1,0,0,0,1
"São Miguel do Araguaia","GO",0,7,0,1,0,7,8
"São Miguel do Gostoso","RN",5,3,0,1,0,8,9
"São Miguel do Guamá","PA",5,12,1,4,3,17,25
"São Miguel do Guaporé","RO",1,1,0,0,2,2,4
"São Miguel do Iguaçu","PR",10,21,0,1,4,31,36
"São Miguel do Oeste","SC",13,28,20,6,8,41,75
"São Miguel do Passa Quatro","GO",0,0,0,1,0,0,1
"São Miguel do Tapuio","PI",2,0,0,0,0,2,2
"São Miguel do Tocantins","TO",0,0,0,0,1,0,1
"São Miguel dos Campos","AL",18,18,3,2,6,36,47
"São Miguel dos Milagres","AL",4,5,1,0,3,9,13
"São Paulo","SP",19879,37280,11543,5308,19599,57159,93609
"São Paulo das Missões","RS",0,1,0,0,0,1,1
"São Paulo do Potengi","RN",4,1,1,0,0,5,6
"São Pedro","RN",1,2,0,0,0,3,3
"São Pedro","SP",28,29,8,4,18,57,87
"São Pedro da Água Branca","MA",1,0,0,0,0,1,1
"São Pedro da Aldeia","RJ",86,68,13,8,51,154,226
"São Pedro da Cipa","MT",0,0,1,1,0,0,2
"São Pedro da Serra","RS",1,0,0,0,0,1,1
"São Pedro de Alcântara","SC",8,7,1,1,1,15,18
"São Pedro do Butiá","RS",0,0,1,0,2,0,3
"São Pedro do Iguaçu","PR",0,0,1,0,0,0,1
"São Pedro do Ivaí","PR",0,3,2,0,0,3,5
"São Pedro do Paraná","PR",3,0,0,0,0,3,3
"São Pedro do Piauí","PI",1,2,0,0,2,3,5
"São Pedro do Suaçuí","MG",0,1,0,0,0,1,1
"São Pedro do Sul","RS",6,3,1,0,3,9,13
"São Pedro do Turvo","SP",0,1,1,0,3,1,5
"São Pedro dos Ferros","MG",3,0,0,0,0,3,3
"São Rafael","RN",5,1,0,0,0,6,6
"São Raimundo das Mangabeiras","MA",0,3,2,1,4,3,10
"São Raimundo Nonato","PI",1,6,2,0,2,7,11
"São Roberto","MA",0,1,0,0,0,1,1
"São Roque","SP",97,116,31,18,45,213,307
"São Roque de Minas","MG",0,1,1,0,0,1,2
"São Roque do Canaã","ES",1,5,2,0,1,6,9
"São Sebastião","AL",8,7,0,1,3,15,19
"São Sebastião","SP",42,59,25,12,29,101,167
"São Sebastião da Amoreira","PR",3,0,0,0,2,3,5
"São Sebastião da Bela Vista","MG",1,1,0,0,0,2,2
"São Sebastião da Grama","SP",1,7,1,2,4,8,15
"São Sebastião da Vargem Alegre","MG",2,0,0,0,1,2,3
"São Sebastião de Lagoa de Roça","PB",5,0,1,0,0,5,6
"São Sebastião do Alto","RJ",0,0,0,0,2,0,2
"São Sebastião do Anta","MG",0,0,0,0,2,0,2
"São Sebastião do Caí","RS",27,17,3,4,8,44,59
"São Sebastião do Oeste","MG",0,0,0,0,1,0,1
"São Sebastião do Paraíso","MG",8,8,1,5,5,16,27
"São Sebastião do Passé","BA",6,9,3,2,3,15,23
"São Sepé","RS",4,1,2,0,3,5,10
"São Simão","GO",2,6,5,0,1,8,14
"São Simão","SP",4,9,4,0,3,13,20
"São Tomás de Aquino","MG",1,0,1,0,0,1,2
"São Tomé","PR",0,1,0,0,0,1,1
"São Tomé","RN",1,1,0,0,1,2,3
"São Tomé das Letras","MG",1,0,0,0,0,1,1
"São Vendelino","RS",7,1,0,1,3,8,12
"São Vicente","RN",1,0,0,0,0,1,1
"São Vicente","SP",78,80,33,22,54,158,267
"São Vicente do Sul","RS",2,2,2,0,3,4,9
"São Vicente Ferrer","MA",0,1,0,0,0,1,1
"São Vicente Férrer","PE",6,1,0,0,0,7,7
"Sapé","PB",2,1,0,0,0,3,3
"Sapeaçu","BA",0,2,0,0,4,2,6
"Sapezal","MT",0,12,0,1,11,12,24
"Sapiranga","RS",141,53,15,8,34,194,251
"Sapopema","PR",0,0,0,0,1,0,1
"Sapucaia","PA",0,1,0,0,0,1,1
"Sapucaia","RJ",7,5,1,0,7,12,20
"Sapucaia do Sul","RS",147,27,18,6,23,174,221
"Sapucaí-Mirim","MG",1,1,0,0,0,2,2
"Saquarema","RJ",61,69,13,9,51,130,203
"Sarandi","PR",89,44,12,3,9,133,157
"Sarandi","RS",7,13,2,0,3,20,25
"Sarapuí","SP",5,5,0,0,1,10,11
"Sarutaiá","SP",0,1,0,0,1,1,2
"Sarzedo","MG",4,5,2,1,6,9,18
